start	end	text
4089640	4091640	有沒有
4091640	4093640	舉手一下會下圍棋
4093640	4095640	不要過考歷史
4095640	4097640	都沒有人會下圍棋
4097640	4099640	難怪
4099640	4101640	圍棋會失傳
4101640	4103640	你們要不要趕快去
4103640	4105640	圍棋的棋盤
4105640	4107640	19乘以19
4107640	4109640	那麼大的一個棋盤
4109640	4111640	它的複雜度怎麼下
4111640	4113640	複雜很多
4113640	4115640	所以那時候人類想說
4115640	4117640	電腦要下你的電源圍棋冠軍
4117640	4119640	可能要好幾十年
4119640	4121640	甚至百年之後
4121640	4123640	沒想到
4123640	4125640	2016年
4125640	4127640	就是
4127640	4129640	一家公司做了一個圍棋的軟體
4129640	4131640	阿傳二
4131640	4133640	跟韓國去
4133640	4135640	跟韓國的
4135640	4137640	世界棋團
4137640	4139640	比賽他叫李四十
4139640	4141640	跟他比賽
4141640	4143640	結果英明驚人
4143640	4145640	電腦圍棋下了
4145640	4147640	人類的九段形式
4147640	4149640	2016年3月
4151640	4153640	這電腦太厲害了
4153640	4155640	所以韓國棋院
4155640	4157640	給他一個容易的九段
4157640	4159640	說他不是人
4159640	4161640	他下了九段
4161640	4163640	他拿了九段的實力
4163640	4165640	這是2016年3月
4165640	4167640	叫阿傳二
4167640	4169640	中文叫阿傳九段
4169640	4171640	阿傳九段
4173640	4175640	大家
4175640	4177640	要知道這故事的話
4177640	4179640	Netflix他有拍一個紀錄片
4179640	4181640	就叫阿傳二
4181640	4183640	大家可以去看一下
4183640	4185640	就可以了解他的整個故事
4189640	4191640	這個阿傳二一出來
4191640	4193640	真的就開始引爆
4193640	4195640	這一次的
4195640	4197640	人工智慧的熱場
4197640	4199640	投資
4199640	4201640	很多各級公司都投資
4201640	4203640	所以到了2020
4203640	4205640	去年的11月
4205640	4207640	這個Chad DPP
4207640	4209640	就橫空出世
4209640	4211640	你看喔
4211640	4213640	Chad DPP
4213640	4215640	DPP就叫
4215640	4217640	DPP
4217640	4219640	Generative Reframed Transformer
4219640	4221640	Generative就是
4221640	4223640	會產生
4223640	4225640	reframed就是意先
4225640	4227640	訓練
4227640	4229640	就是轉換去
4229640	4231640	就是他意先把很多的資料
4231640	4233640	人類的書
4233640	4235640	網路的資料給他學習
4235640	4237640	然後學習完之後
4237640	4239640	問他的問題他就可以從他
4239640	4241640	學習的資料把你轉換
4241640	4243640	想答案的意思
4243640	4245640	生成你的答案
4247640	4249640	利用書跟網路上的資料來訓練
4249640	4251640	那因為
4251640	4253640	網路上的資料很多是什麼
4253640	4255640	錯誤的也是有偏見的
4255640	4257640	所以他有時候
4257640	4259640	會協調錯誤的知識
4259640	4261640	所以有時候他的回答
4261640	4263640	就會有錯
4263640	4265640	所以人家講
4265640	4267640	盡信Chad DPP不如
4267640	4269640	無Chad DPP
4269640	4271640	盡信書不如無書
4271640	4273640	他計畫轉過來了
4273640	4275640	譬如說我問他們說
4275640	4277640	台北商業大學
4277640	4279640	有哪些出品的校友
4279640	4281640	因為他訓練的
4281640	4283640	資料有關中文的資料
4283640	4285640	他各處很有限
4285640	4287640	就是訓練的中文
4287640	4289640	資料很多多
4289640	4291640	所以他的回答就
4291640	4293640	錯誤
4293640	4295640	亂回答
4295640	4297640	我們台北商業大學出品校友
4297640	4299640	在民眾當中某年長生
4299640	4301640	全錯
4301640	4303640	沒有一個是對的
4303640	4305640	那大家最近有看新聞
4305640	4307640	中田業的AI
4307640	4309640	是不是也出問題
4309640	4311640	不是問他
4311640	4313640	領導人
4313640	4315640	台灣是不是
4315640	4317640	中國的領導人
4317640	4319640	領導人是誰
4319640	4321640	是習近平
4321640	4323640	就是因為
4323640	4325640	他訓練的資料不同
4325640	4327640	他就會得到不同的知識
4327640	4329640	他就要選AI不是
4329640	4331640	很厲害
4331640	4333640	他還是要我們人類給他訓練
4333640	4335640	假如我們人類用錯誤的資料
4335640	4337640	來訓練他
4337640	4339640	這是錯誤
4339640	4341640	那我問他說
4341640	4343640	剛講圖臉測試
4343640	4345640	那請問你可以通過
4345640	4347640	圖臉測試嗎
4347640	4349640	他說很抱歉
4349640	4351640	我不能直接參與圖臉測試
4355640	4357640	可能他
4357640	4359640	不敢參加
4359640	4361640	所以他說我不能直接參與圖臉測試
4363640	4365640	然後
4365640	4367640	他訓練的資料有現狀
4367640	4369640	你問他譬如說講中正的公布
4369640	4371640	他的回答
4371640	4373640	還是有些
4373640	4375640	跟我們的這個
4375640	4377640	想的不太一樣
4381640	4383640	因為訓練資料不夠
4383640	4385640	所以他的回答會有偏見
4385640	4387640	會有錯誤
4391640	4393640	他微軟就將現的VVD
4393640	4395640	引入他的搜尋引擎
4395640	4397640	那大家知道
4397640	4399640	搜尋引擎大家最常用的是什麼
4399640	4401640	谷歌對不對
4401640	4403640	Google
4403640	4405640	Google的搜尋引擎
4405640	4407640	大家用的占了世界
4407640	4409640	百分之九十以上
4409640	4411640	他微軟他還做一個搜尋引擎
4411640	4413640	叫做VIA
4413640	4415640	他的市場佔有力
4415640	4417640	不到百分之五
4417640	4419640	所以微軟當然很想
4419640	4421640	他的市場佔有力提升
4421640	4423640	他這個
4423640	4425640	現在的VVD出來之後
4425640	4427640	是他的一個好機會
4427640	4429640	他就把它加到RB裡面
4429640	4431640	我們以前搜尋
4431640	4433640	譬如說你要問什麼問題
4435640	4437640	台中有哪些好吃的
4437640	4439640	小吃
4439640	4441640	這搜尋引擎就會回答你
4443640	4445640	一大堆網站
4445640	4447640	叫你自己去網站裡面看
4447640	4449640	每個網站都會介紹一些好吃的小吃
4451640	4453640	這是以前搜尋的方式
4453640	4455640	那現在反正公司會加入搜尋
4455640	4457640	是怎樣
4457640	4459640	你問他台中有哪些好吃的小吃
4459640	4461640	他不再是
4461640	4463640	列出網站讓你去看
4463640	4465640	他是直接把答案告訴你
4465640	4467640	他就會告訴你
4467640	4469640	佛教夜市哪一家好吃
4469640	4471640	東海夜市哪一家好吃
4471640	4473640	等等的
4473640	4475640	就是他會直接把這個答案告訴你
4475640	4477640	但是問題就是說
4477640	4479640	以前他給你網站你自己去網站
4479640	4481640	搜尋來判斷說
4481640	4483640	這網站裡面的答案
4483640	4485640	到底對不對
4485640	4487640	你自己可以判斷
4487640	4489640	那現在加入人工智慧的搜尋引擎
4489640	4491640	他直接給你答案
4491640	4493640	那你相不相信他
4493640	4495640	就像人家講的
4495640	4497640	他告訴你台中有哪些
4497640	4499640	好吃的小吃直接告訴你
4499640	4501640	那你來吃過你也不曉得
4501640	4503640	那這還是假的
4503640	4505640	這就是AI加入搜尋
4505640	4507640	引擎
4507640	4509640	引擎之後的一個問題
4509640	4511640	就是說他直接回答你答案
4511640	4513640	但是
4513640	4515640	你到底要不要相信他
4515640	4517640	譬如說以前
4517640	4519640	你要輸入說
4519640	4521640	幫我找一些
4521640	4523640	有在想替代的
4523640	4525640	演唱會的門票
4525640	4527640	他就會給你一大堆
4527640	4529640	訂票的網站
4529640	4531640	你自己去訂
4531640	4533640	那有人工智慧的
4533640	4535640	搜尋的話
4535640	4537640	你自己要有位置的話
4537640	4539640	譬如說
4539640	4541640	那最重要是內容的準確性
4541640	4543640	是我們要擔心的
4543640	4545640	以往是透過
4545640	4547640	用戶來爬書
4547640	4549640	網站來得到答案
4549640	4551640	至少都有經過我們的大法
4551640	4553640	對不對
4553640	4555640	那現在人工智慧給你整合過的答案
4555640	4557640	那我們還要
4557640	4559640	會心會齒是
4559640	4561640	檢驗其答案的正確性
4561640	4563640	或是說誰來建築
4563640	4565640	人工智慧搜尋給的答案
4565640	4567640	是對的還是錯的
4567640	4569640	就會產生很多問題
4569640	4571640	那比較懶惰的就是說
4571640	4573640	反正他給我的答案
4573640	4575640	反正他不爭就去用
4575640	4577640	那有時候會出現
4577640	4579640	大問題
4581640	4583640	那所謂生成式
4583640	4585640	這三個字的意思
4585640	4587640	就是叫能夠生成
4587640	4589640	新的內容生成就是生
4589640	4591640	出來
4591640	4593640	生成新的內容
4593640	4595640	所以他可以生成文章
4595640	4597640	可以幫你畫圖
4597640	4599640	可以生成影片
4599640	4601640	可以幫你弄音樂
4601640	4603640	都是沒問題
4603640	4605640	就是說只要你
4605640	4607640	譬如說你要幫你
4607640	4609640	畫圖
4609640	4611640	那你就把全世界所有的
4611640	4613640	圖鑑都給他
4613640	4615640	寫啊這張圖是什麼
4615640	4617640	都給他寫
4617640	4619640	譬如說你要請
4619640	4621640	人工智慧畫出一張
4621640	4623640	張大謙
4623640	4625640	風格的畫
4625640	4627640	沒問題
4627640	4629640	你就把張大謙以前所有的畫
4629640	4631640	都輸入給他
4631640	4633640	告訴他說這是張大謙的畫
4633640	4635640	然後告訴他說
4635640	4637640	請你畫出一張張大謙風格的畫
4637640	4639640	他就馬上給你畫出來
4639640	4641640	任何畫家都一樣
4641640	4643640	所以現在很多畫家
4643640	4645640	都在抗議
4645640	4647640	我抗議什麼
4647640	4649640	一定要拿我的畫來訓練
4649640	4651640	人工智慧
4651640	4653640	就是我有很多畫
4653640	4655640	拿我的畫去訓練他
4655640	4657640	他就可以畫出跟我一樣風格的畫
4657640	4659640	他就在市面上流傳
4659640	4661640	那到底這個畫是我自己畫的
4661640	4663640	還是人工智慧畫的
4663640	4665640	因為搞不清楚就困擾
4665640	4667640	那就會讓我的
4667640	4669640	畫做成價值降低
4669640	4671640	很多人就會買到
4671640	4673640	人工智慧畫的假畫
4673640	4675640	大家知道
4675640	4677640	好萊塢的演員
4677640	4679640	編劇
4679640	4681640	現在也在罷工抗議
4681640	4683640	他們也是同樣的罷工
4683640	4685640	以前譬如說
4685640	4687640	你要拍某鬼終結者
4687640	4689640	要拍電影
4689640	4691640	是不是要編劇把劇本
4691640	4693640	先寫出來
4693640	4695640	那以前編劇是人去寫
4695640	4697640	會進行今後
4697640	4699640	情節怎樣編編
4699640	4701640	那現在
4701640	4703640	有AI
4703640	4705640	那些以前電影的所有劇本
4705640	4707640	都去寫
4707640	4709640	從古以來到現在
4709640	4711640	劇本都去寫一遍
4711640	4713640	下次好萊塢的
4713640	4715640	老闆說
4715640	4717640	幫我寫一個劇本
4717640	4719640	某鬼終結者第六集
4719640	4721640	連工智慧都要寫出來
4723640	4725640	那編劇是不是失業了
4725640	4727640	所以編劇要抗議
4727640	4729640	不準要人工智慧來
4729640	4731640	寫劇本
4731640	4733640	那演員也要抗議
4733640	4735640	在電影裡面
4735640	4737640	除了男主角女主角
4737640	4739640	男配角女配角裡面之外
4739640	4741640	還有很多臨時演員
4741640	4743640	譬如說男女儀角
4743640	4745640	到餐廳去吃飯
4745640	4747640	那餐廳是不是要有位客
4747640	4749640	旁邊的桌子是不是要做人
4749640	4751640	在吃
4751640	4753640	這個就是臨時演員
4753640	4755640	那以前臨時演員就請真的人去演
4755640	4757640	那這些真的人去演
4757640	4759640	也可以寫一首演技
4759640	4761640	慢慢地從臨時演員變成正式演員
4761640	4763640	那現在
4763640	4765640	臨時演員都不需要了
4765640	4767640	男女儀角去演就好
4767640	4769640	這些臨時演員都用AI
4769640	4771640	去演就好
4771640	4773640	所以演員也要抗議
4773640	4775640	就目前
4775640	4777640	就是AI會影響到很多人
4777640	4779640	很多行業的原因
4783640	4785640	那
4785640	4787640	這個深層式的工智慧要
4787640	4789640	DAI
4789640	4791640	那有另外一個名字叫ADI
4791640	4793640	字都一樣
4793640	4795640	但是次序不同
4795640	4797640	這個叫Artificial General Intelligence
4797640	4799640	通用人工智慧
4799640	4801640	所謂通用人工智慧就是
4801640	4803640	剛講的強AI
4803640	4805640	strong AI
4805640	4807640	它跟人類的智慧一樣
4807640	4809640	可以執行人類可以完成的任何
4809640	4811640	智力任何
4811640	4813640	我們就叫它是DAI
4813640	4815640	所以大家現在
4815640	4817640	現在問的一個問題就是說
4817640	4819640	GAI可不可能
4819640	4821640	如果可能的話
4821640	4823640	什麼時候會變成可能
4825640	4827640	你想它假如現在ADI到達
4827640	4829640	ADI的程度
4829640	4831640	我們人類做的很多
4831640	4833640	事它都可以做了
4835640	4837640	就是
4837640	4839640	前一陣子不是有人說
4839640	4841640	暫緩
4841640	4843640	人工智慧的研究
4843640	4845640	你看
4845640	4847640	一些科學家
4847640	4849640	一些人
4849640	4851640	簽署一個連署
4851640	4853640	呼籲所有的
4853640	4855640	大公司暫緩研究
4855640	4857640	人工智慧六個月
4857640	4859640	為什麼要暫緩
4859640	4861640	可是讓我們人類想清楚說
4861640	4863640	萬一這個工智慧的智力
4863640	4865640	超過人類的時候它就怎麼辦
4867640	4869640	會不會人工智慧說
4869640	4871640	你們人類管理地球太差了
4871640	4873640	到處戰爭對不對
4873640	4875640	以A戰爭
4875640	4877640	二度戰爭
4877640	4879640	還有會做很多的I2
4879640	4881640	地球溫度上升
4881640	4883640	這都是你們人類來管理的
4883640	4885640	你們人類不要管理
4885640	4887640	我AI來管理
4887640	4889640	保證地球和平
4889640	4891640	一切都可以看
4891640	4893640	會不會這樣
4893640	4895640	你假如不把它交好
4895640	4897640	它就會變成這樣
4901640	4903640	譬如說
4903640	4905640	車子自動駕駛
4905640	4907640	人工智慧就可以透過管理這些車子
4907640	4909640	來改善交通
4909640	4911640	減少塞車
4911640	4913640	提高交通系統的效率
4913640	4915640	跟安全性
4915640	4917640	就是我剛剛講的
4917640	4919640	人類開車大數化生車貨
4919640	4921640	都提發到那我AI
4921640	4923640	自己來開啊
4923640	4925640	不讓人類來開車
4925640	4927640	但是這個車子
4927640	4929640	就是設計這種自動駕駛
4929640	4931640	自動駕駛汽車
4931640	4933640	會有一個哲學上的難題
4933640	4935640	我們叫它說流軌電生難題
4937640	4939640	就是這一輛電車
4939640	4941640	要往前開
4941640	4943640	那它有兩條路
4943640	4945640	一條彎道
4945640	4947640	直直開的話
4947640	4949640	會撞死
4949640	4951640	這邊一二三四五五個人
4951640	4953640	那這個
4953640	4955640	管理員在那邊
4955640	4957640	他想說這樣開會撞死五個人
4957640	4959640	他可以把那個轉軸
4959640	4961640	轉一下讓車子
4961640	4963640	往這一條路開
4963640	4965640	但是往這一條路開
4965640	4967640	會撞死一個人
4967640	4969640	那請問這個人
4969640	4971640	要不要把電車
4971640	4973640	引導到這個方向
4973640	4975640	要不要
4975640	4977640	你知道
4977640	4979640	死一個比死五個好
4979640	4981640	所以你要把它轉到那邊對不對
4981640	4983640	是不是
4983640	4985640	但是
4985640	4987640	面無駕
4987640	4989640	面跟死五個人面也都差不多
4989640	4991640	所以你說這個人怎麼辦
4991640	4993640	那你可以想
4993640	4995640	這個就是
4995640	4997640	自動駕駛汽車
4997640	4999640	那這個人就是
4999640	5001640	自動駕駛汽車的軟體
5001640	5003640	AI
5003640	5005640	AI那時候怎麼辦
5007640	5009640	這就是流軌電生難題
5009640	5011640	那
5011640	5013640	這是另外一種情況
5013640	5015640	同樣的
5015640	5017640	這個車子往前開
5017640	5019640	會撞死五個人
5019640	5021640	那
5021640	5023640	但是
5023640	5025640	在上面的這個人
5025640	5027640	假如把前面這個人推下去的話
5027640	5029640	這個人
5029640	5031640	會被這個電動車撞死
5031640	5033640	但是電動車會因此停下來
5033640	5035640	不會撞到後面這五個人
5035640	5037640	所以
5037640	5039640	下手差不多
5039640	5041640	就是會死一個
5041640	5043640	那請問
5043640	5045640	這個人要不要給他
5045640	5047640	推下來
5047640	5049640	那大家看這兩個問題
5049640	5051640	看起來一樣對不對
5051640	5053640	但是他有一個不同點在那邊
5055640	5057640	在上面這個例子
5057640	5059640	他只是轉到一個東西
5061640	5063640	但是在這個例子他是要輕重
5063640	5065640	把他推下去
5065640	5067640	是不是感覺說
5067640	5069640	這個我把他殺死了
5069640	5071640	這個可能罪惡感會更大
5073640	5075640	就是
5075640	5077640	有時候那個哲學課的導師
5077640	5079640	就會出這個問題
5079640	5081640	叫學生自己到底要怎麼做
5083640	5085640	所以
5085640	5087640	自動駕駛汽車當然
5087640	5089640	未來會成為
5089640	5091640	真實但是他還是會有一些
5091640	5093640	這種狀況會產生
5095640	5097640	那自動駕駛汽車
5097640	5099640	有一次這個
5099640	5101640	1月8月的新聞
5101640	5103640	舊金山允許了
5103640	5105640	Google的自動駕駛
5105640	5107640	計程車
5107640	5109640	計程車都是自動駕駛
5109640	5111640	裡面沒有人在開車
5113640	5115640	但是一允許
5115640	5117640	之後
5117640	5119640	1月一週就撞上消防車
5119640	5121640	衝進工地
5121640	5123640	就出了很多travel
5123640	5125640	馬上被大砍百分之五十的車輛
5125640	5127640	就是
5127640	5129640	本來允許你100輛
5129640	5131640	在那邊開
5131640	5133640	現在只剩下50輛
5133640	5135640	各位我們說
5135640	5137640	這個自動駕駛汽車
5137640	5139640	是不是像
5139640	5141640	馬路上的殺手
5141640	5143640	我們
5143640	5145640	人類把我們的性命
5145640	5147640	交在AI控制的
5147640	5149640	自動駕駛汽車
5149640	5151640	這樣會不會很危險
5151640	5153640	這種就是
5153640	5155640	加州的自動駕駛汽車
5155640	5157640	上面的這個東西
5159640	5161640	然後
5161640	5163640	AI的決定
5163640	5165640	基本上
5165640	5167640	是我們叫它是黑黑的
5167640	5169640	所謂黑黑的就是
5169640	5171640	你不知道它為什麼得到這個決定
5171640	5173640	譬如說
5173640	5175640	AI幫忙看X光電
5175640	5177640	那AI你說這個X光電
5177640	5179640	是有如白的可能
5179640	5181640	譬如說
5181640	5183640	那你問他說你為什麼說
5183640	5185640	這個X光電是有如白的可能
5185640	5187640	他有可能說
5187640	5189640	我就這樣得到答案
5189640	5191640	我不知道為什麼得到這個答案
5191640	5193640	黑白總是說
5193640	5195640	因為這邊有什麼黑黑的
5195640	5197640	那其實真正的原因可能在別的地方
5199640	5201640	所以我們
5201640	5203640	人類希望可以解釋
5203640	5205640	AI為何得到
5205640	5207640	這個答案
5207640	5209640	這樣讓我們對AI的決定
5209640	5211640	可以比較有信心一點
5211640	5213640	不然AI做出這個答案
5213640	5215640	我們就要照著它去做嗎
5215640	5217640	它的答案一定是對的嗎
5217640	5219640	了看或解釋
5219640	5221640	為何得到這個答案
5221640	5223640	或許我們會更相信它一點
5223640	5225640	所以現在
5225640	5227640	大家的研究就是說
5227640	5229640	我們希望人工不會可以解釋
5233640	5235640	那大家時常聽到機器
5235640	5237640	學習跟深度學習的名詞
5237640	5239640	你可以講
5239640	5241640	這整個大化的叫人工智慧
5241640	5243640	人工智慧裡面
5243640	5245640	其中一個化的叫
5245640	5247640	機器學習
5247640	5249640	機器學習裡面一個
5249640	5251640	更小的化的叫深度
5251640	5253640	學習這是三個的關係
5253640	5255640	深度學習
5255640	5257640	機器學習跟整個大
5257640	5259640	的人工智慧
5259640	5261640	深度學習也是機器學習
5261640	5263640	一開始
5263640	5265640	就是說很多人工智慧的系統
5265640	5267640	都是用深度學習
5267640	5269640	慢慢的
5269640	5271640	更精細的就是用深度學習
5271640	5273640	就是它的功能可以
5273640	5275640	更強悍
5277640	5279640	機器學習
5279640	5281640	它可以用到很多
5283640	5285640	預測模型
5285640	5287640	而且它是無需
5287640	5289640	針對特定人物
5289640	5291640	編寫特定程式
5291640	5293640	機器學習的主要特徵方法
5293640	5295640	第一個它有一個所謂的
5295640	5297640	特徵工程
5297640	5299640	所謂特徵工程就是說
5299640	5301640	它在它的訓練數據裡面
5301640	5303640	它要去給它
5303640	5305640	選擇
5305640	5307640	然後對這個數據建立
5307640	5309640	特徵
5309640	5311640	訓練人工智慧
5311640	5313640	的判斷
5313640	5315640	我們事先要給它很多照片
5315640	5317640	假如我是利用機器
5317640	5319640	學習的話
5319640	5321640	每給它一張照片
5321640	5323640	我就要告訴它說
5323640	5325640	這個照片是Marvel照片
5325640	5327640	給它一張照片
5327640	5329640	就要告訴它說這一張照片是Marvel的照片
5329640	5331640	不是
5331640	5333640	這個資料的特徵
5333640	5335640	你要告訴人工智慧
5335640	5337640	它來具體學習
5337640	5339640	這個是機器學習
5341640	5343640	機器學習
5343640	5345640	各式各樣的演算法
5345640	5347640	各式各樣的方法
5347640	5349640	然後它是基本上我們叫它
5349640	5351640	做潛程學習
5351640	5353640	適合中等數據
5353640	5355640	跟中等複雜度
5363640	5365640	那我們希望
5365640	5367640	機器學習中那個剛講的
5367640	5369640	可解釋性非常的
5369640	5371640	重要
5371640	5373640	因為你只要應用在金融或是醫療保健
5373640	5375640	方面
5375640	5377640	更重要
5377640	5379640	譬如說醫療保健
5379640	5381640	你要讓醫生知道你為什麼做這樣的判斷
5381640	5383640	那它的應用
5383640	5385640	當然目前很多演繹
5389640	5391640	深度學習
5391640	5393640	機器學習的一個部分
5393640	5395640	它的
5395640	5397640	神經網路
5397640	5399640	比較多層
5399640	5401640	深度神經網路
5401640	5403640	然後
5403640	5405640	神經網路
5405640	5407640	你可以講神經網路就
5407640	5409640	類似這樣
5409640	5411640	當然我們這個只是畫三層
5411640	5413640	真正複雜的人工智慧
5413640	5415640	這裡面好幾百層
5415640	5417640	好幾千層
5417640	5419640	這每一點
5419640	5421640	算是裡面的一個節點
5421640	5423640	大家知道它講的那個
5423640	5425640	就號稱說
5425640	5427640	這裡面的這些點點點
5427640	5429640	1750
5429640	5431640	億的點
5431640	5433640	就是裡面這些點
5433640	5435640	1750億
5435640	5437640	所以像它這個網路
5437640	5439640	非常的大
5439640	5441640	所以這種就是
5441640	5443640	你輸入一個東西
5443640	5445640	它的東西弄弄到就會產生
5445640	5447640	一個結果出來
5447640	5449640	它的
5449640	5451640	跟機器學習的
5451640	5453640	差別就是它不需要特徵提起
5453640	5455640	就是剛剛講
5455640	5457640	機器學習你給它貓的照片
5457640	5459640	告訴它這是貓的照片
5459640	5461640	給它狗的照片
5461640	5463640	要告訴它說這是狗的照片
5463640	5465640	但是假如深度學習的話
5465640	5467640	你就給它照片就好
5467640	5469640	它自己去判斷
5469640	5471640	這個是什麼東西
5471640	5473640	你不需要
5473640	5475640	告訴它特徵
5475640	5477640	所以它就是比較
5477640	5479640	複雜然後它的
5479640	5481640	擴展性也比較大
5481640	5483640	當然它的計算
5483640	5485640	也會比較多
5485640	5487640	然後它的可解式性
5487640	5489640	就更困難了
5493640	5495640	所以它們兩個基本上
5495640	5497640	同樣的
5497640	5499640	可以做很多的
5499640	5501640	工資會的定要
5501640	5503640	差別就是
5503640	5505640	機器學習需要手動
5505640	5507640	的特徵功能
5507640	5509640	深度學習可以自動從
5509640	5511640	元數數據中
5511640	5513640	學習相關的特徵
5513640	5515640	那它們的
5515640	5517640	差別當然深度學習
5517640	5519640	會比較複雜
5519640	5521640	比較難解釋
5521640	5523640	用到更多的計算之類
5523640	5525640	那你可以講這兩個
5525640	5527640	解釋機器學習
5527640	5529640	跟深度學習的差別
5529640	5531640	機器學習就是
5531640	5533640	譬如說你要判斷照片
5533640	5535640	是車子進來就要告訴它
5535640	5537640	這是車子或是這是
5537640	5539640	什麼樣的車子
5539640	5541640	那深度學習
5541640	5543640	深度學習就不用人在那邊
5543640	5545640	給它特徵
5545640	5547640	直接資料進來自己去學
5547640	5549640	還有
5549640	5551640	Future Extraction
5551640	5553640	就是它會自己去結起
5553640	5555640	資料的特徵
5555640	5557640	是什麼然後去學習
5559640	5561640	那AI有很多應用
5561640	5563640	譬如說
5563640	5565640	Natural Language Processing
5565640	5567640	就是大家目前在用
5567640	5569640	所謂的聊天機器人
5569640	5571640	有Siri助理
5571640	5573640	大家如果手機上有Siri
5573640	5575640	Amazon
5575640	5577640	Google有Google的
5577640	5579640	Assist
5579640	5581640	就是你可以跟它講話
5581640	5583640	它聽得懂你的話
5583640	5585640	它會回答你
5585640	5587640	就是
5587640	5589640	自然語言處理
5589640	5591640	它也會用在情緒分析
5591640	5593640	就是
5593640	5595640	它可以看得懂社交媒體
5595640	5597640	的文章評論
5597640	5599640	就是客戶的管電
5599640	5601640	像以前一個公司
5601640	5603640	它的網站或是它的臉書
5603640	5605640	會有客戶管電
5605640	5607640	怎樣怎樣
5607640	5609640	以前就是要客戶
5609640	5611640	一個一個去看
5611640	5613640	再看看這個管電
5613640	5615640	到底是提供意見
5615640	5617640	還是爆電
5617640	5619640	然後再接著處理
5619640	5621640	現在就是AI
5621640	5623640	自己去看這些客戶的管電
5623640	5625640	然後自動的去處理
5625640	5627640	這就是所謂的情緒分析
5629640	5631640	ALP
5631640	5633640	語言處理
5633640	5635640	很多應用
5635640	5637640	就是說臨工智慧
5637640	5639640	可以看得懂
5639640	5641640	可以聽得懂我們講的話
5641640	5643640	看得懂我們所寫的文章
5643640	5645640	這樣就可以有很多功能
5645640	5647640	這邊都是
5647640	5649640	譬如說
5649640	5651640	翻譯
5651640	5653640	現在
5653640	5655640	翻譯或是微軟的翻譯
5655640	5657640	從中文翻英文
5657640	5659640	或是英文翻中文
5659640	5661640	或是翻譯成任何語文
5661640	5663640	然後智慧處理
5663640	5665640	文件的分析
5665640	5667640	然後線上的搜尋
5667640	5669640	然後產生這個文章
5669640	5671640	然後
5671640	5673640	簡單一篇文章它自動把你
5673640	5675640	這個摘要寫出來
5675640	5677640	監控社群媒體
5677640	5679640	交談司機器人
5679640	5681640	它講情緒分析
5681640	5683640	然後這個
5683640	5685640	email的過應
5685640	5687640	哪些是有訂補的email
5687640	5689640	哪些是好的email等等
5689640	5691640	就是說只要它看得懂
5691640	5693640	聽得懂我們講的話
5693640	5695640	或看得懂我們所寫的文章
5695640	5697640	它就是有很多功能
5697640	5699640	然後另外一個就是
5699640	5701640	看圖收錄什麼
5701640	5703640	計算機視覺
5703640	5705640	就是它照一個照片給它
5705640	5707640	它可以由這個照片
5707640	5709640	來判斷說你要做的事情
5709640	5711640	是什麼
5711640	5713640	譬如說自動駕駛汽車
5713640	5715640	它一定要有這個功能
5715640	5717640	自動駕駛汽車就是它有很多進口
5717640	5719640	隨時要分析說
5719640	5721640	我馬路上的狀況
5721640	5723640	這個是一個人,這是一部汽車
5723640	5725640	這是一隻小狗
5725640	5727640	我在開車的時候
5727640	5729640	我是不是要隨時分析
5729640	5731640	馬路上的這種狀況
5731640	5733640	它那個就是形象識別
5733640	5735640	所以
5735640	5737640	有時候它畫面會信不出來
5737640	5739640	譬如說
5739640	5741640	特斯拉曾經在高速公路裡面
5741640	5743640	前面一輛車發生車禍
5743640	5745640	在馬路中間
5745640	5747640	那個特斯拉就一路
5747640	5749640	都沒有停止的給它撞上去
5749640	5751640	那當然
5751640	5753640	這時候一定是在自動駕駛的魔術
5753640	5755640	那個駕駛員在睡覺
5755640	5757640	然後特斯拉
5757640	5759640	他沒有即時的判斷出說
5759640	5761640	前面就是一輛
5761640	5763640	發生車禍的車子
5763640	5765640	盤在前面
5765640	5767640	然後物體檢測
5767640	5769640	譬如說剛講的一雙電路板
5769640	5771640	它可以用AI去判斷
5771640	5773640	說它到底是好的還是不好的
5775640	5777640	然後當然醫療保健
5777640	5779640	可以幫醫生
5779640	5781640	做這個急診的診斷
5781640	5783640	就是根據你的X光
5783640	5785640	或是MRI等等的掃描
5785640	5787640	跟你的醫生Data
5787640	5789640	來判斷
5789640	5791640	或是研究細調
5791640	5793640	然後
5793640	5795640	做個性化的醫療
5795640	5797640	而且現在
5797640	5799640	加上基因的
5799640	5801640	診斷跟判斷
5801640	5803640	就是人類的基因
5803640	5805640	已經被全部都可以分析出來
5805640	5807640	所以你到底有沒有
5807640	5809640	生病的基因或是怎樣
5809640	5811640	你就可以
5811640	5813640	根據你的基因
5813640	5815640	來做個性化的醫療
5815640	5817640	就是大家知道
5817640	5819640	那個著名的影星
5819640	5821640	Angelina Jolie
5821640	5823640	她就是可以診斷說
5823640	5825640	她的身體有乳癌的基因
5825640	5827640	即使這個乳癌
5827640	5829640	還沒有發生
5829640	5831640	她就事先處理了
5831640	5833640	就是事先預防
5835640	5837640	然後在機種界
5837640	5839640	很多應用譬如說
5839640	5841640	演算好的交易
5841640	5843640	譬如說什麼時候要買去股票
5843640	5845640	什麼時候賣出股票
5845640	5847640	AI也可以來幫忙
5847640	5849640	其實現在華爾街很多的
